product_id|app_name|tags|n_reviews
862570|Ding Dong XL|[2D, Action, Arcade, Casual, Classic, Controller, Cyberpunk, Difficult, Family Friendly, Fast-Paced, Great Soundtrack, Indie, Replay Value, Retro, Score Attack, Singleplayer, Soundtrack, Survival, Touch-Friendly]|66.0
818320|LEGO® The Incredibles|[Action, Adventure, Anime, Co-op, Family Friendly, Horror, LEGO, Multiplayer, Open World, Psychological Horror, Sexual Content, Singleplayer, Superhero]|60.0
569530|Sky Noon|[Action, Early Access, FPS, Indie, Multiplayer, Western]|87.0
668350|Higurashi When They Cry Hou - Ch.6 Tsumihoroboshi|[Adventure, Anime, Horror, Mystery, Psychological Horror, Story Rich, Visual Novel]|38.0
44650|GT Power Pack – Expansion Pack for RACE 07|[Racing, Simulation]|18.0
838510|Find & Destroy: Tank Strategy|[Difficult, Free to Play, Indie, Isometric, MOBA, Massively Multiplayer, Military, Online Co-Op, PvP, RPG, Strategy, Strategy RPG, Tactical, Tactical RPG, Tanks, Team-Based, Turn-Based, Turn-Based Combat, Turn-Based Tactics, World War II]|83.0
702700|Super Bomberman R|[Action, Arcade, Classic, Multiplayer, Singleplayer]|78.0
105100|Lume|[Adventure, Casual, Female Protagonist, Indie, Point & Click, Puzzle, Short, Singleplayer]|222.0
99400|Garshasp: The Monster Slayer|[Action, Hack and Slash, Indie]|188.0
22350|BRINK|[Action, Adventure, Atmospheric, Casual, Character Customization, Class-Based, Co-op, FPS, First-Person, Free to Play, Gun Customization, Multiplayer, Online Co-Op, Open World, Parkour, Sci-fi, Shooter, Singleplayer, Tactical, Team-Based]|5449.0
45450|Fortix 2|[2D, Action, Arcade, Casual, Indie, Puzzle, Singleplayer, Strategy]|234.0
9970|Star Raiders|[Action, Space]|23.0
96200|Steel Storm: Burning Retribution|[Action, Arcade, Indie, Sci-fi, Shooter, Singleplayer, Top-Down Shooter]|64.0
57680|The First Templar - Steam Special Edition|[Action, Adventure, Co-op, Hack and Slash, Local Co-Op, Medieval, Multiplayer, RPG, Singleplayer, Third Person]|294.0
91600|Sanctum|[Action, Adventure, Casual, Co-op, FPS, Female Protagonist, First-Person, Futuristic, Great Soundtrack, Indie, Multiplayer, Online Co-Op, Open World, Sci-fi, Shooter, Singleplayer, Strategy, Survival, Tactical, Tower Defense]|1608.0
33780|Drakensang - Phileasson's Secret|[Adventure, Fantasy, RPG]|17.0
104100|Inside a Star-filled Sky|[Action, Indie, Pixel Graphics, Procedural Generation, Rogue-like, Strategy]|65.0
105600|Terraria|[2D, Action, Adventure, Atmospheric, Building, Co-op, Crafting, Exploration, Family Friendly, Indie, Multiplayer, Online Co-Op, Open World, Pixel Graphics, Platformer, RPG, Replay Value, Sandbox, Singleplayer, Survival]|173245.0
92100|DETOUR|[2D, Action, Anime, Atmospheric, Casual, Family Friendly, Indie, Multiplayer, Puzzle, Shoot 'Em Up, Simulation, Singleplayer, Strategy, Turn-Based]|1327.0
46830|Ironclads: Anglo Russian War 1866|[Naval, Strategy]|19.0
44660|RETRO – Expansion Pack for RACE 07|[Racing, Simulation]|28.0
99100|Dungeons and Dragons: Daggerdale|[Action, Dungeons & Dragons, Fantasy, RPG]|191.0
107310|Cthulhu Saves the World|[2D, Action, Adventure, Comedy, Fantasy, Funny, Great Soundtrack, Indie, JRPG, Lovecraftian, Memes, Parody, Pixel Graphics, RPG, RPGMaker, Retro, Singleplayer, Turn-Based]|2590.0
107300|Breath of Death VII|[2D, Adventure, Comedy, Controller, Fantasy, Funny, Horror, Indie, JRPG, Parody, Pixel Graphics, RPG, RPGMaker, Retro, Short, Singleplayer, Turn-Based]|1028.0
98800|Dungeons of Dredmor|[2D, Adventure, Casual, Comedy, Crafting, Difficult, Dungeon Crawler, Fantasy, Funny, Indie, Moddable, Perma Death, Procedural Generation, RPG, Replay Value, Rogue-like, Rogue-lite, Singleplayer, Top-Down, Turn-Based]|2611.0
105700|Tobe's Vertical Adventure|[Action, Adventure, Indie, Local Co-Op, Platformer, Retro]|56.0
46540|Trapped Dead|[Action, Adventure, Co-op, Strategy, Tactical, Zombies]|416.0
63950|IL-2 Sturmovik: Cliffs of Dover|[Flight, Historical, Simulation, World War II]|499.0
61100|Lucid|[Casual, Indie, Match 3, Puzzle]|96.0
102200|Runespell: Overture|[Adventure, Card Game, Casual, Fantasy, Indie, RPG, Singleplayer]|180.0
107100|Bastion|[2D, Action, Action RPG, Adventure, Atmospheric, Colorful, Controller, Dynamic Narration, Fantasy, Great Soundtrack, Hack and Slash, Indie, Isometric, Music, Narration, Post-apocalyptic, RPG, Singleplayer, Story Rich, Twin Stick Shooter]|19627.0
33460|From Dust|[Adventure, Building, God Game, Magic, Puzzle, Sandbox, Simulation, Singleplayer, Strategy]|1876.0
98900|Alien Hallway|[Action, Aliens, Casual, Indie, Strategy]|65.0
111800|Blocks That Matter|[2D, Casual, Indie, Platformer, Puzzle, Puzzle-Platformer, Robots, Singleplayer]|353.0
112100|Avadon: The Black Fortress|[2D, Adventure, CRPG, Exploration, Fantasy, Female Protagonist, Grid-Based Movement, Indie, Isometric, Party-Based RPG, RPG, Retro, Singleplayer, Story Rich, Strategy, Turn-Based, Turn-Based Combat]|260.0
109700|Achron|[Indie, Moddable, Multiplayer, RTS, Sci-fi, Strategy, Time Manipulation, Time Travel]|41.0
111600|Serious Sam Double D XXL|[2D, Action, Comedy, Gore, Indie, Local Co-Op, Platformer, Shooter]|422.0
102810|Gatling Gears|[Action, Adventure, Co-op, Indie, Steampunk, Twin Stick Shooter]|72.0
99910|Puzzle Pirates|[2D, Adventure, Casual, Co-op, Free to Play, Massively Multiplayer, Multiplayer, Pirates, Puzzle, Strategy]|1172.0
18070|The Baconing|[Action, Action RPG, Adventure, Comedy, Local Co-Op, RPG, Singleplayer]|88.0
57690|Tropico 4|[Atmospheric, Building, Capitalism, City Builder, Cold War, Comedy, Economy, Funny, God Game, Great Soundtrack, Management, Political, Politics, RTS, Real-Time with Pause, Resource Management, Sandbox, Simulation, Singleplayer, Strategy]|5908.0
70600|Worms Ultimate Mayhem|[3D Vision, Action, Comedy, Destruction, Funny, Local Co-Op, Local Multiplayer, Multiplayer, Singleplayer, Strategy, Third Person, Turn-Based, Turn-Based Strategy]|1452.0
58550|A Game of Thrones - Genesis|[Fantasy, Multiplayer, RTS, Strategy]|338.0
113200|The Binding of Isaac|[2D, Action, Adventure, Arena Shooter, Atmospheric, Bullet Hell, Dark, Difficult, Dungeon Crawler, Great Soundtrack, Indie, Perma Death, Procedural Generation, RPG, Replay Value, Rogue-like, Rogue-lite, Singleplayer, Survival, Top-Down]|32627.0
9420|Supreme Commander: Forged Alliance|[Action, Adventure, Base Building, Classic, Co-op, Competitive, Grand Strategy, Great Soundtrack, Moddable, Multiplayer, Online Co-Op, RTS, Real-Time, Real-Time with Pause, Robots, Sci-fi, Singleplayer, Space, Strategy]|2671.0
9350|Supreme Commander|[Action, Base Building, Classic, Co-op, Multiplayer, RTS, Real-Time, Real-Time with Pause, Robots, Sci-fi, Singleplayer, Space, Strategy]|657.0
200230|Off-Road Drive|[Multiplayer, Offroad, Racing, Simulation, Singleplayer]|329.0
200910|Before the Echo|[Comedy, Experimental, Funny, Great Soundtrack, Indie, Kickstarter, Music, RPG, Rhythm, Singleplayer]|909.0
201480|Serious Sam: The Random Encounter|[2D, Action, Comedy, Indie, JRPG, Pixel Graphics, RPG, Singleplayer, Turn-Based]|498.0
200130|Puzzler World 2|[Casual, Indie, Puzzle, Strategy]|160.0
201490|Airline Tycoon 2|[Economy, Management, Simulation, Strategy]|279.0
65610|ArcaniA: Fall of Setarrif|[Adventure, Fantasy, Gothic, RPG, Singleplayer]|250.0
200020|Global Ops: Commando Libya|[Action, Third Person, Third-Person Shooter]|106.0
80310|Gemini Rue|[2D, Adventure, Atmospheric, Cyberpunk, Detective, Dystopian, Futuristic, Great Soundtrack, Indie, Noir, Pixel Graphics, Point & Click, Retro, Sci-fi, Singleplayer, Story Rich]|740.0
61310|Fractal: Make Blooms Not War|[Casual, Indie, Puzzle]|43.0
203990|SATAZIUS|[2D, Action, Arcade, Bullet Hell, Indie, Shoot 'Em Up, Side Scroller, Singleplayer]|120.0
35320|Insane 2|[Action, Arcade, Multiplayer, Offroad, Racing]|93.0
200410|SOL: Exodus|[Action, Indie, Simulation, Space]|51.0
200390|Oil Rush|[Dystopian, Indie, Naval, RTS, Singleplayer, Strategy, Tower Defense]|81.0
24480|King Arthur II: The Role-Playing Wargame|[Fantasy, RPG, RTS, Singleplayer, Strategy]|196.0
203510|Fortune Summoners|[2D, Action, Action RPG, Anime, Cute, Difficult, Female Protagonist, Great Soundtrack, Indie, JRPG, Metroidvania, Platformer, RPG, Side Scroller, Singleplayer]|551.0
9900|Star Trek Online|[Action, Action RPG, Adventure, Character Customization, Co-op, Free to Play, MMORPG, Massively Multiplayer, Multiplayer, Online Co-Op, Open World, PvE, PvP, RPG, Sci-fi, Singleplayer, Space, Strategy, Tactical, Third Person]|9285.0
203770|Crusader Kings II|[Character Customization, Co-op, Diplomacy, Education, Grand Strategy, Great Soundtrack, Historical, Medieval, Moddable, Multiplayer, Political, Politics, RPG, RTS, Real-Time with Pause, Replay Value, Sandbox, Simulation, Singleplayer, Strategy]|17760.0
108710|Alan Wake|[Action, Adventure, Atmospheric, Cinematic, Dark, Episodic, Great Soundtrack, Horror, Mystery, Narration, Psychological Horror, Shooter, Singleplayer, Story Rich, Supernatural, Survival, Survival Horror, Third Person, Third-Person Shooter, Thriller]|15396.0
201570|Really Big Sky|[2D, Action, Arcade, Bullet Hell, Great Soundtrack, Indie, Local Co-Op, Retro, Shoot 'Em Up, Shooter, Side Scroller, Singleplayer, Space, Twin Stick Shooter]|194.0
207710|Bumbledore|[Casual, Indie, Strategy]|12.0
207250|Cubemen|[Indie, Multiplayer, Singleplayer, Strategy, Touch-Friendly, Tower Defense]|316.0
208110|Myst V|[Adventure, Atmospheric, Casual, Classic, Exploration, First-Person, Mystery, Point & Click, Puzzle, Story Rich]|71.0
64000|Men of War: Assault Squad|[Action, Co-op, Destruction, FPS, Historical, Level Editor, Military, Mod, Moddable, Multiplayer, RTS, Real Time Tactics, Realistic, Simulation, Singleplayer, Strategy, Tactical, Tanks, War, World War II]|2350.0
207320|Ys: The Oath in Felghana|[Action, Action RPG, Adventure, Anime, Classic, Difficult, Dungeon Crawler, Fantasy, Great Soundtrack, Hack and Slash, JRPG, RPG, Remake, Singleplayer, Top-Down]|817.0
204180|Waveform|[2D, Action, Adventure, Anime, Arcade, Atmospheric, Casual, Difficult, Great Soundtrack, Indie, Puzzle, Sci-fi, Shoot 'Em Up, Singleplayer, Space, Strategy]|1867.0
208620|Midnight Mysteries: Salem Witch Trials|[Adventure, Casual, Hidden Object, Puzzle]|27.0
208400|Avernum: Escape From the Pit|[2D, Adventure, CRPG, Fantasy, Grid-Based Movement, Indie, Isometric, Open World, Party-Based RPG, RPG, Remake, Singleplayer, Story Rich, Strategy, Turn-Based, Turn-Based Combat]|578.0
207170|Legend of Grimrock|[Action, Adventure, Atmospheric, Character Customization, Difficult, Dungeon Crawler, Fantasy, First-Person, Grid-Based Movement, Indie, Level Editor, Moddable, Party-Based RPG, Puzzle, RPG, Real-Time, Replay Value, Retro, Singleplayer, Tactical]|3101.0
207150|Stellar Impact|[Action, Indie, MOBA, Multiplayer, Space, Strategy]|437.0
204860|Men of War: Condemned Heroes|[Action, Historical, RTS, Strategy, War, World War II]|180.0
40390|Risen 2: Dark Waters|[Action, Action RPG, Adventure, Atmospheric, Dark Fantasy, Exploration, Fantasy, Gothic, Great Soundtrack, Open World, Pirates, RPG, Sandbox, Singleplayer, Story Rich, Third Person]|1412.0
203750|Binary Domain|[Action, Adventure, Atmospheric, Co-op, Controller, Cyberpunk, Dystopian, Futuristic, Multiplayer, RPG, Robots, Sci-fi, Shooter, Singleplayer, Story Rich, Third Person, Third-Person Shooter, Transhumanism]|1497.0
209370|Analogue: A Hate Story|[2D, Adventure, Anime, Cute, Dark, Dating Sim, Female Protagonist, Great Soundtrack, Hacking, Indie, Interactive Fiction, Multiple Endings, Mystery, Romance, Sci-fi, Singleplayer, Story Rich, Visual Novel]|1429.0
98300|Toy Soldiers|[Action, Casual, Historical, Simulation, Singleplayer, Strategy, Tower Defense, World War I]|998.0
211800|Dead Hungry Diner|[Casual, Indie, Management, Time Management, Vampire, Werewolves, Zombies]|29.0
210230|Nancy Drew®: Tomb of the Lost Queen|[Adventure, Female Protagonist, Mystery, Point & Click, Puzzle]|15.0
205530|Gratuitous Tank Battles|[Indie, Simulation, Strategy, Tanks, Tower Defense]|67.0
211010|Alien Shooter 2 Conscription|[Action, Aliens, Indie, RPG, Shooter, Singleplayer, Top-Down Shooter]|47.0
108200|Ticket to Ride|[Board Game, Casual, Family Friendly, Indie, Multiplayer, Singleplayer, Strategy, Touch-Friendly, Trains, Turn-Based]|790.0
207350|Ys Origin|[3D Vision, Action, Action RPG, Adventure, Anime, Difficult, Dungeon Crawler, Fantasy, Female Protagonist, Great Soundtrack, Hack and Slash, JRPG, RPG, Remake, Singleplayer, Story Rich]|1464.0
207080|Indie Game: The Movie|[Documentary, Great Soundtrack, Indie, Linear, Movie, Singleplayer, Story Rich]|830.0
42170|Krater|[Action, Action RPG, Adventure, Co-op, Hack and Slash, Indie, Loot, Online Co-Op, Party-Based RPG, Post-apocalyptic, RPG, Singleplayer, Strategy]|517.0
213330|LEGO® Batman 2 DC Super Heroes™|[Action, Adventure, Batman, Casual, Co-op, Comedy, Controller, Family Friendly, Funny, LEGO, Local Co-Op, Multiplayer, Open World, Singleplayer, Split Screen, Superhero]|750.0
212160|Vindictus|[Action, Action RPG, Adventure, Character Customization, Co-op, Controller, Fantasy, Fast-Paced, Free to Play, Hack and Slash, Horror, MMORPG, Massively Multiplayer, Multiplayer, Nudity, Open World, PvP, RPG, Singleplayer, Third Person]|4779.0
203830|The Dark Eye: Chains of Satinav|[Adventure, Atmospheric, Dark Fantasy, Fantasy, Great Soundtrack, Indie, Point & Click, Puzzle, Singleplayer, Story Rich]|1031.0
213030|Penny Arcade's On the Rain-Slick Precipice of Darkness 3|[Comedy, Detective, Funny, Indie, JRPG, Mystery, Pixel Graphics, RPG, RPGMaker, Retro, Singleplayer, Turn-Based]|413.0
214170|Divine Divinity|[2D, Action, Action RPG, Adventure, Atmospheric, CRPG, Classic, Exploration, Fantasy, Female Protagonist, Funny, Great Soundtrack, Hack and Slash, Indie, Isometric, Open World, RPG, Real-Time with Pause, Singleplayer, Story Rich]|1162.0
205550|Foreign Legion: Multi Massacre|[Action, Casual, Gore, Indie, Multiplayer, Shooter, Third-Person Shooter, Zombies]|181.0
215160|The Book of Unwritten Tales|[Adventure, Comedy, Fantasy, Funny, Great Soundtrack, Point & Click, Puzzle, Singleplayer, Story Rich]|1016.0
207400|eXceed 3rd - Jade Penetrate Black Package|[2D, Action, Anime, Arcade, Bullet Hell, Cute, Female Protagonist, Great Soundtrack, Indie, Shoot 'Em Up, Singleplayer]|377.0
108700|Death Rally|[Action, Arcade, Multiplayer, Racing, Remake, Top-Down]|363.0
207750|Symphony|[Action, Arcade, Bullet Hell, Casual, Indie, Music, Music-Based Procedural Generation, Procedural Generation, Rhythm, Shoot 'Em Up, Shooter, Singleplayer]|711.0
209750|Cannon Fodder 3|[Action]|34.0
209270|Hero Academy|[Asynchronous Multiplayer, Casual, Indie, Multiplayer, Strategy, Turn-Based]|429.0
115120|Iron Brigade|[Action, Co-op, Comedy, Funny, Mechs, Online Co-Op, Strategy, Third-Person Shooter, Tower Defense]|461.0
208580|STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™|[Action, Adventure, Atmospheric, Character Customization, Choices Matter, Classic, Female Protagonist, Moddable, Multiple Endings, Party-Based RPG, RPG, Real-Time with Pause, Sci-fi, Singleplayer, Space, Star Wars, Story Rich, Third Person, Turn-Based, Turn-Based Combat]|7241.0
207670|AVSEQ|[Casual, Indie, Music]|26.0
216110|Tiny Troopers|[Action, Indie, Multiplayer, Shooter, Singleplayer, Strategy, Zombies]|714.0
205810|Jagged Alliance: Crossfire|[RPG, Simulation, Strategy, Tactical]|86.0
216670|Great Big War Game|[Indie, Strategy]|25.0
61730|Critter Crunch|[2D, Action, Cartoony, Casual, Cute, Family Friendly, Indie, Local Co-Op, Multiplayer, Puzzle]|187.0
216290|Gateways|[2D, Indie, Metroidvania, Pixel Graphics, Platformer, Puzzle, Puzzle-Platformer, Sci-fi, Singleplayer, Time Manipulation]|119.0
215790|Dream Pinball 3D|[Casual, Pinball, Simulation]|294.0
205650|The Testament of Sherlock Holmes|[Adventure, Atmospheric, Based On A Novel, Detective, First-Person, Mystery, Point & Click, Puzzle, Singleplayer, Story Rich]|1263.0
100980|3D-Coat V4.8|[Animation & Modeling, Animation &amp; Modeling]|58.0
205060|BIT.TRIP CORE|[Action, Indie, Music, Rhythm]|107.0
205230|Hell Yeah! Wrath of the Dead Rabbit|[2D, Action, Adventure, Comedy, Controller, Funny, Gore, Great Soundtrack, Indie, Metroidvania, Platformer, Side Scroller, Singleplayer, Violent]|354.0
219640|Chivalry: Medieval Warfare|[Action, Atmospheric, Class-Based, Co-op, Competitive, Difficult, FPS, First-Person, Gore, Hack and Slash, Historical, Indie, Medieval, Multiplayer, PvP, Simulation, Swordplay, Team-Based, Third Person, Violent]|41624.0
214130|Aerofly FS 1 Flight Simulator|[Flight, Indie, Simulation]|125.0
213650|Dwarfs - F2P|[2D, Arcade, Casual, Free to Play, Indie, Mining, Multiplayer, RTS, Sandbox, Singleplayer, Strategy]|1556.0
218410|Defender's Quest: Valley of the Forgotten (DX edition)|[2D, Adventure, Casual, Comedy, Fantasy, Female Protagonist, Great Soundtrack, Indie, Medieval, Moddable, Pixel Graphics, RPG, Real-Time with Pause, Retro, Singleplayer, Story Rich, Strategy, Touch-Friendly, Tower Defense, Zombies]|2054.0
203680|F1 RACE STARS™|[3D Vision, Arcade, Controller, Difficult, Funny, Local Co-Op, Local Multiplayer, Multiplayer, Racing, Split Screen]|429.0
220780|Thomas Was Alone|[2D, Adventure, Atmospheric, Casual, Colorful, Comedy, Family Friendly, Funny, Great Soundtrack, Indie, Minimalist, Narration, Platformer, Puzzle, Puzzle-Platformer, Relaxing, Sci-fi, Short, Singleplayer, Story Rich]|3134.0
218680|Scribblenauts Unlimited|[2D, Action, Adventure, Casual, Comedy, Cute, Education, Family Friendly, Fantasy, Funny, Indie, Moddable, Multiplayer, Open World, Platformer, Puzzle, Replay Value, Sandbox, Singleplayer, Strategy]|4188.0
218230|PlanetSide 2|[Action, Adventure, Co-op, FPS, First-Person, Free to Play, Futuristic, Massively Multiplayer, Multiplayer, Online Co-Op, Open World, PvP, RPG, Sci-fi, Shooter, Space, Strategy, Tactical, Team-Based, War]|41457.0
214510|LEGO The Lord of the Rings|[3D Vision, Action, Adventure, Casual, Co-op, Comedy, Controller, Family Friendly, Fantasy, Funny, LEGO, Local Co-Op, Local Multiplayer, Multiplayer, Open World, Platformer, Puzzle, Singleplayer, Split Screen, Third Person]|2735.0
223430|Miner Wars 2081|[6DOF, Action, Adventure, Indie, Multiplayer, RPG, Sandbox, Sci-fi, Shooter, Simulation, Space]|189.0
221830|The Book of Unwritten Tales: The Critter Chronicles|[Adventure, Comedy, Fantasy, Funny, Indie, Point & Click, Singleplayer]|214.0
220700|RPG Maker VX Ace|[2D, Action, Adventure, Anime, Design & Illustration, Design &amp; Illustration, Education, Fantasy, Game Development, GameMaker, JRPG, Pixel Graphics, Programming, RPG, RPGMaker, Sandbox, Software, Web Publishing]|2278.0
205070|BIT.TRIP VOID|[Action, Indie, Music, Rhythm]|65.0
100400|Silo 2|[Animation & Modeling, Animation &amp; Modeling, Software]|59.0
219200|Droid Assault|[2D, Action, Arcade, Indie, Local Co-Op, Pixel Graphics, Retro, Robots, Sci-fi, Shooter, Top-Down, Top-Down Shooter]|231.0
219890|Antichamber|[Abstract, Adventure, Atmospheric, Colorful, Difficult, Exploration, First-Person, Great Soundtrack, Indie, Metroidvania, Minimalist, Nonlinear, Platformer, Psychedelic, Psychological, Puzzle, Replay Value, Sci-fi, Singleplayer, Surreal]|8897.0
223850|3DMark|[Benchmark, Software, Utilities]|1872.0
227800|Retrovirus|[6DOF, Action, FPS, First-Person, Indie, Sci-fi, Shooter, VR]|80.0
223810|Ys I & II Chronicles+|[2D, Action, Action RPG, Adventure, Anime, Classic, Difficult, Dungeon Crawler, Fantasy, Great Soundtrack, Hack and Slash, JRPG, Medieval, Pixel Graphics, RPG, Remake, Retro, Singleplayer, Story Rich, Top-Down]|1014.0
202130|Impire|[Fantasy, Strategy, Villain Protagonist]|281.0
228320|A Valley Without Wind 2|[2D, Action, Adventure, Co-op, Controller, Experimental, Exploration, Fantasy, Great Soundtrack, Indie, Magic, Metroidvania, Multiplayer, Platformer, Procedural Generation, Rogue-lite, Sci-fi, Side Scroller, Singleplayer, Strategy]|94.0
224820|Super House of Dead Ninjas|[2D, Action, Adventure, Arcade, Casual, Controller, Difficult, Fast-Paced, Female Protagonist, Indie, Ninja, Pixel Graphics, Platformer, Procedural Generation, Replay Value, Retro, Rogue-like, Rogue-lite, Singleplayer]|1120.0
209850|Highborn|[Casual, Indie, Strategy, Turn-Based]|44.0
219340|The Banner Saga: Factions|[2D, Fantasy, Free to Play, Indie, Multiplayer, RPG, Strategy, Tactical, Turn-Based, Turn-Based Strategy]|755.0
204080|The Showdown Effect|[2.5D, 2D, Action, Indie, Multiplayer, Platformer, Shooter, Side Scroller]|625.0
